"","Company","Address1","City","State","lat","long"
"628","Kindred Healthcare Operating, Inc.","865 Stone St Fl 4","Rahway","NJ",40.61217,-74.29122
"629","Curaleaf, Inc.","11722 Reisterstown Rd","Reisterstown","MD",39.444584,-76.81113
"630","City Of Dade City","38042 Pasco Avenue","Dade City","FL",28.363815,-82.18718
"631","Novo Nordisk Pharma Sa","100 College Road West","Princeton","NJ",40.341694,-74.66631
"632","Capital Health System-Mercer","446 Bellevue Ave","Trenton","NJ",40.229572,-74.777245
"633","Buffalo Cigars","2911 Southwestern Blvd","Orchard Park","NY",42.807228,-78.7321
"634","Perdomocigars","5150 Nw 167Th St","Hialeah","FL",25.924925,-80.2842
"635","Petcarerx., Inc.","52 Merton Ave","Lynbrook","NY",40.655746,-73.6578
"636","Sodat Of New Jersey, Inc.","60 High St","Mount Holly","NJ",39.994614,-74.78792
"637","Erie Drugs","4502 Lewis Ave","Toledo","OH",41.700428,-83.56592
"638","Smart Telecard Inc.","1091 Yonkers Ave","Yonkers","NY",40.913452,-73.85628
"639","Axil Wellness","120 Park Ave","Babylon","NY",40.702053,-73.32732
"640","Town And Country Compounding","106 Prospect St Suite 2","Ridgewood","NJ",40.977715,-74.11854
"641","Automed Technologies","1400 Busch Pkwy","Buffalo Grove","IL",42.171482,-87.92908
"642","Smoker'S Haven","952 State Route 34 Ste 3","Matawan","NJ",40.40719,-74.23441
"643","Medisca Inc.","661 State Route 3 Unit C","Plattsburgh","NY",44.69543,-73.51215
"644","Genovese Joblove & Battista Pa","100 Se 2Nd St","Miami","FL",25.770897,-80.13331
"645","Hometown Pharmacy","60 E 82Nd St","Newaygo","MI",43.404766,-85.799355
"646","Champlain Valley Physicians Hospital Medical Center","75 Beekman St","Plattsburgh","NY",44.700024,-73.46664
"647","Proact Pharmacy Services","29 E Main St","Gouverneur","NY",44.30685,-75.441696
"648","Federation Transportation Services Inc","9901 Donna Klein Blvd Bldg 2","Boca Raton","FL",26.35841,-80.19522
"649","Carekinesis, Inc.","110 Marter Ave Suite 309","Moorestown","NJ",39.969894,-74.92057
"650","Green Desert Patient Center Of Peoria, Inc.","9275 W Peoria Ave Ste 3","Peoria","AZ",33.580776,-112.25714
"651","Christie Clinic, Llc","101 W University Ave","Champaign","IL",40.1163,-88.24365
"652","Van Houten Pharmacy Inc","669 Van Houten Ave","Clifton","NJ",40.85904,-74.14981
"653","Genovese Joblove Et Al","100 Se 2Nd St Ste 4400","Miami","FL",25.770897,-80.13331
"654","Hippocratic Growth","202 Coursevall Dr","Centreville","MD",39.032806,-76.07363
"655","G C Vapors","4020 Popps Ferry Rd","Diberville","MS",30.445353,-88.90076
"656","Beessential","23400 Aurora Rd","Bedford","OH",41.418026,-81.51658
"657","Walgreen Company","200 Wilmot Rd","Deerfield","IL",42.15744,-87.867355
"658","Battelle Memorial Institute Inc","505 King Ave","Columbus","OH",39.990616,-83.01885
"659","Buffalo Cigars","2911 Southwestern Blvd","Orchard Park","NY",42.807228,-78.7321
"660","Act Expocad","69 S Lasalle Street","Aurora","IL",41.75496,-88.31347
"661","Kiva Brands, Inc.","140 E Union Ave","East Rutherford","NJ",40.828728,-74.10045
"662","Universal Beauty Products Incorporated","500 Wall St","Glendale Heights","IL",41.934757,-88.10103
"663","Sheralven Enterprises , Ltd.","150 Executive Dr Ste S","Edgewood","NY",40.774227,-73.29209
"664","Greenlight Technologies, Inc.","270 S Main St","Flemington","NJ",40.50275,-74.85803
"665","Diamond Contract Manufacturing","155 Commerce Dr","Rochester","NY",43.080772,-77.64853
"666","Federation Transportation Services Inc","9901 Donna Klein Blvd Bldg 2","Boca Raton","FL",26.35841,-80.19522
"667","Essence Corp.","1221 Brickell Ave Ste 2100","Miami","FL",25.761925,-80.19181
"668","Bound Tree Medical, Llc","5000 Tuttle Crossing Blvd","Dublin","OH",40.076874,-83.12681
"669","Bergen Brunswig Corp","1 Industrial Park Dr","Williamston","MI",42.68055,-84.28247
"670","Catalent Pharma Solutions, Inc.","14 Schoolhouse Rd","Somerset","NJ",40.528515,-74.55291
"671","Diocese Of San Jose","1 Quealy Pl","Rockville Centre","NY",40.65933,-73.64784
"672","Fldoe","325 West Gaines Street","Tallahassee","FL",30.435484,-84.284706
"673","Universal Beauty Products Incorporated","500 Wall St","Glendale Heights","IL",41.934757,-88.10103
"674","Gsc Products, Llc.","381 Broadway","Menands","NY",42.69587,-73.72134
"675","Greater Baltimore Medical Center, Inc.","6701 N Charles St","Baltimore","MD",39.394913,-76.627464
"676","Revlon","237 Park Ave","New York","NY",40.754627,-73.97584
"677","Melody Sales","1224 W Sunset Rd","Mount Prospect","IL",42.04977,-87.95386
"678","Cigar Box Inc","4959 Wavewood Dr","Commerce Township","MI",42.593163,-83.54643
"679","Nat Sherman, Inc.","12 East 42Nd Street At Fifth Avenue","New York","NY",40.75329,-73.980446
"680","Hometown Pharmacy Inc.","60 E 82Nd St","Newaygo","MI",43.404766,-85.799355
"681","Clarkes Pharmacy Llc","3989 S Jog Rd","Lake Worth","FL",26.619102,-80.14671
"682","Sodat Of New Jersey","919 Broadway","Westville","NJ",39.863377,-75.1327
"683","Sheralven Enterprises I","150 Executive Dr","Edgewood","NY",40.774227,-73.29209
"684","Tatum Drugs Inc","2630 E Mohawk Ln Ste 128","Phoenix","AZ",33.673267,-112.024956
"685","Carel Pharmacy Inc","7 Christopher Dr","Howell","NJ",40.16502,-74.21637
"686","Gbmc Healthcare","6701 N Charles St","Towson","MD",39.39459,-76.627686
"687","Cci","300 Fentress Blvd","Daytona Beach","FL",29.19444,-81.07933
"688","F L Demeter, Inc.","12 N Gate Rd","Great Neck","NY",40.805412,-73.72174
"689","Tobacco Technology, Inc.","600 Liberty Rd","Sykesville","MD",39.41138,-76.97566
"690","Total Wine","11325 Seven Locks Road","Potomac","MD",39.041103,-77.15913
"691","West Alex Shell","308 W Dayton St","West Alexandria","OH",39.74441,-84.54174
"692","Tobacco Technology, Inc.","600 Liberty Road","Eldersburg","MD",39.41138,-76.97566
"693","Hardware Resources, Inc.","146 S Pinnacle Dr","Romeoville","IL",41.631977,-88.113785
"694","Brighton-Eggert Animal Clinic","903 Brighton Rd","Tonawanda","NY",42.991066,-78.83966
"695","Blue Cross & Blue Shield Of Il","1125 Wall St","Jacksonville","IL",39.721737,-90.24539
"696","Cvs Care","200 Campus Dr","Florham Park","NJ",40.782944,-74.429276
"697","Babor","340 Royal Poinciana Way Ste 301","Palm Beach","FL",26.718145,-80.043335
"698","Oak Hill Farm","9555 N Steuben Rd","Remsen","NY",43.326252,-75.281845
"699","Smoker'S Haven","952 State Route 34 Ste 3","Matawan","NJ",40.40719,-74.23441
"700","Chemrx New Jersey Llc","4041 Hadley Rd Ste M","South Plainfield","NJ",40.554,-74.42507
"701","Casa Cuevas Cigars","331 Nw 136Th Ave","Miami","FL",25.770367,-80.41468
"702","Senator Burt Saunders","3301 Tamiami Trl E F-304","Naples","FL",26.126087,-81.76509
"703","New Windsor Pharmacy","215 Quassaick Ave Ste 202","New Windsor","NY",41.476757,-74.02335
"704","Spectrum Health, Inc","100 Michigan St Ne","Grand Rapids","MI",42.970505,-85.66637
"705","Wexler Lake Milton Pharmacy","17674 Mahoning Ave","Lake Milton","OH",41.095867,-80.98873
"706","Cigs 4 Less, Inc.","2350 Wagoner Ford Rd","Dayton","OH",39.799454,-84.18784
"707","Prestige Pharmacy Inc","42 James St","Middletown","NY",41.446354,-74.42099
"708","Cannabis Reports","2 Access Way","Bloomington","IL",40.440407,-89.02523
"709","E Hardt'S Pharmacy 6","6002 N Lapeer Rd","North Branch","MI",43.20523,-83.31294
"710","Comedy Partners","345 Hudson St Fl 9","New York","NY",40.72751,-74.0073
"711","Kinetik Technologies Inc.","8 Crown Plz Ste 103","Hazlet","NJ",40.42038,-74.15864
"712","Reel Smokers, Inc.","504 S Federal Hwy","Deerfield Beach","FL",26.311644,-80.091675
"713","Champlain Valley Physicians Hospital Medical Center","75 Beekman St","Plattsburgh","NY",44.700024,-73.46664
"714","Compugen Usa, Inc","15400 Calhoun Drive","Rockville","MD",39.10653,-77.14918
"715","Decker Advertising Inc.","97 Main St Ste 5","Delhi","NY",42.277184,-74.917076
"716","Hakooh Llc","24 Uxbridge St","Staten Island","NY",40.602177,-74.13962
"717","Generation Pharmacy Group Llc","85 Fulton St Unit 9A","Boonton","NJ",40.912697,-74.39211
"718","General Electric Company","1 Research Cir","Niskayuna","NY",42.82635,-73.87888
"719","Animals Apawthecary","1369 Us Highway 93 N Stop 3","Victor","MT",46.344673,-114.14898
"720","Valumed Pharmacy","1212A S. Douglas Blvd.","Midwest City","OK",35.453075,-97.370834
"721","Pride Industries Inc.","6956 Commercial Ave","Billings","MT",45.731827,-108.594406
"722","Berger","2440 Donna Dr","Columbus","OH",40.030884,-83.08077
"723","Allegany Med Marijuana Dispn","100 Beall St","Cumberland","MD",39.6481,-78.77105
"724","Tmc Pharmacy Inc","1500 E Downing St Ste 106","Tahlequah","OK",35.915356,-94.948814
"725","Direct Action, Inc.","106 Schaar Dr","Dover","OH",40.53227,-81.45729
"726","Empire Healthchoice Assurance, Inc","1 Liberty Plz Fl 14","New York","NY",40.708797,-74.00961
"727","Mosby'S Drug Store","1301 E Peace St","Canton","MS",32.61084,-90.00696
"728","Aramsco, Inc.","1480 Grandview Ave","Paulsboro","NJ",39.832516,-75.20363
"729","Good Rx V Llc","10720 State Road 54","New Port Richey","FL",28.196733,-82.64344
"730","Advanced Holistic Health","4226 Quail Nest Ln","New Smyrna","FL",28.954798,-81.08733
"731","County Of Orange, Florida","400 E South St Fl 4","Orlando","FL",28.538338,-81.38409
"732","Mary Kay Sales Director","9 Meadowlark Dr","Carmel","NY",41.408318,-73.69263
"733","Cbd Biocare","7381 114Th Ave Ste 406","Largo","FL",27.875866,-82.74178
"734","Allcure Corp","1906 Eastern Pkwy","Brooklyn","NY",40.67727,-73.907974
"735","Lighthouse Cigar","1350 State Route 36","Hazlet","NJ",40.429226,-74.18901
"736","Emerginc","150 41St St","Brooklyn","NY",40.654785,-74.01278
"737","Ana Eurofins Laboratories Llc","160 E 9Th Ave Ste D","Runnemede","NJ",39.857502,-75.07226
"738","The Trane Company","1 Centennial Avenue P O Box 6820","Piscataway","NJ",40.539974,-74.502014
"739","Nutrascience Labs, Inc.","70 Carolyn Blvd","Farmingdale","NY",40.717415,-73.42178
"740","3 Js Cleaners, Inc.","953 Rosedale Rd","Valley Stream","NY",40.652863,-73.72336
"741","Don Coody Pharmacy, Inc.","7530 Nw 23Rd St Ste B","Bethany","OK",35.493324,-97.646225
"742","Ramsey Drug Inc","401 College Dr S","Devils Lake","ND",48.105675,-98.86488
"743","Pharmacy Value Inc","7012 Park Ave","Guttenberg","NJ",40.792656,-74.00311
"744","Hci Alternatives","628 E Adams St","Springfield","IL",39.800552,-89.647446
"745","Logos Ce Corp.","201 Ruby Ave Ste A","Kissimmee","FL",28.290625,-81.40639
"746","Ace Hardware","2200 Kensington Ct","Oak Brook","IL",41.84286,-87.9526
"747","Compasionate Care Foundation Inc.","100 Century Dr","Egg Harbor Township","NJ",39.41881,-74.55504
"748","Lexington Chemists, Inc.","806 Lexington Ave Frnt 1","New York","NY",40.764217,-73.96674
"749","Total Wine & More","11325 Seven Locks Road Suite 214","Potomac","MD",39.041103,-77.15913
"750","Automatic Data Processing Inc","1 Adp Boulevard Ms B125","Roseland","NJ",40.8165,-74.30418
"751","The Harvard Drug, Group. Llc","31778 Enterprise Drive","Livonia","MI",42.369648,-83.35751
"752","Boyt Drug Store, Inc.","411 Main St","Metuchen","NJ",40.542034,-74.36172
"753","Forum Extnded Care Services Ii Inc","4200 W Peterson Ave","Chicago","IL",41.990055,-87.73538
"754","Logos Ce Corp.","201 Ruby Ave Ste A","Kissimmee","FL",28.290625,-81.40639
"755","Accokeek Drug And Health Care, Inc.","15789 Livingston Rd Unit 108","Accokeek","MD",38.67004,-77.01035
"756","Florida Department Of Education","325 West Gaines Street Turlington Building Suite 1514","Tallahassee","FL",30.435484,-84.284706
"757","Intuit Inc.","2800 E Commerce Center Pl","Tucson","AZ",32.146767,-110.934494
"758","Cbd Delivery Llc","213 S Zuni St","Springerville","AZ",34.130108,-109.28029
"759","Parkway Drugs","1256 Albany St","Utica","NY",43.08131,-75.20713
"760","Tri-K Industries Inc","2 Stewart Ct","Denville","NJ",40.878662,-74.5163
"761","Advanced Infustion Solutions","132 Fairmont Street Suite B","Clinton","MS",32.33543,-90.32419
"762","Fisher Bioservices Inc.","1055 1St St Ste 125","Rockville","MD",39.092068,-77.13467
"763","Champlain Valley Physicians Hospital Medical Center","75 Beekman St","Plattsburgh","NY",44.700024,-73.46664
"764","Pride Industries Inc","6956 Commercial Ave","Billings","MT",45.731827,-108.594406
"765","Smokin Joes","2293 Saunders Settlement Rd","Sanborn","NY",43.143234,-78.922775
"766","Tobacco Cove","5393 Roosevelt Blvd # 2","Jacksonville","FL",30.250881,-81.69839
"767","Breakwater Alternative Treatment Center","2 Corporate Dr Ste E","Cranbury","NJ",40.334743,-74.48811
"768","Dr Brandt Skincare","8798 Nw 15Th St","Doral","FL",25.787508,-80.33877
"769","Sheralven Enterprises , Ltd.","150 Executive Dr Ste S","Edgewood","NY",40.774227,-73.29209
"770","Mclaren Port Huron","1221 Pine Grove Ave","Port Huron","MI",42.98686,-82.427956
"771","County Of Orange, Florida","400 E South St Fl 4","Orlando","FL",28.538338,-81.38409
"772","Forum Extended Care","7440 Frontage Rd","Skokie","IL",42.016903,-87.7609
"773","Agevital Pharmacy Llc","1618 Main St","Sarasota","FL",27.336454,-82.53814
"774","Now Foods, Inc.","244 Knollwood Drive, Suite 300","Bloomingdale","IL",41.94258,-88.11535
"775","Roughneck City Llc","109 S Magnolia Ave","Erick","OK",35.215096,-99.869225
"776","Across International Inc","4700 Sw 51St St Ste 209","Davie","FL",26.05877,-80.20926
"777","Joes Smokin Cigars Llc","2293 Saunders Settlement Rd","Sanborn","NY",43.143234,-78.922775
"778","Aeterna Zentaris, Inc.","20 Independence Blvd","Warren","NJ",40.651295,-74.57209
"779","Kettering Medical Center","3535 Southern Boulevard","Kettering","OH",39.69842,-84.1905
"780","Carson Apothecary Shoppe, Inc.","245 S 2Nd St","Carson City","MI",43.17559,-84.84402
"781","22Nd Century Group Inc","9530 Main St","Clarence","NY",42.972378,-78.63524
"782","Qiagen Gaithersburg, Inc.","19300 Germantown Rd","Germantown","MD",39.17169,-77.27723
"783","Lehi Valley Trading Company Inc","4955 E Mckellips Rd","Mesa","AZ",33.451843,-111.724365
"784","Triangle Farms","4075 Virginia Ave","Fort Pierce","FL",27.425402,-80.36607
"785","Tampa Rico Cigar Company, Inc.","1523 E 7Th Ave","Tampa","FL",27.96028,-82.44263
"786","Byrd-Watson South 9Th Drug Company","1200 Main Street","Mount Vernon","IL",38.317524,-88.906105
"787","Mister - E - Liquid Llc","632 Plymouth Ave Ne","Grand Rapids","MI",42.974674,-85.625145
"788","Renature Skin Care","333 Hudson St","New York","NY",40.727043,-74.00737
"789","Boulevard Pharmacy, Inc.","1117 Se Frank Phillips Blvd","Bartlesville","OK",36.751644,-95.989655
"790","22Nd Century Technologies Inc.","220 Davidson Ave Ste 118","Somerset","NJ",40.536808,-74.52419
"791","Seneca Nation Of Indians","3582 Center Rd","Salamanca","NY",42.15151,-78.769066
"792","Gabe Care Direct Rx, Inc.","1179 Maplelawn Dr","Troy","MI",42.55379,-83.162766
"793","Hypur Inc.","7812 E Acoma Dr #7","Scottsdale","AZ",33.617756,-111.91137
"794","Van Andel Institute","333 Bostwick Ave Ne","Grand Rapids","MI",42.96943,-85.66649
"795","Windmill Health Products","6 Henderson Dr","West Caldwell","NJ",40.8593,-74.30312
"796","Prevention Plus Of Burlington County Inc.","5000 Sagemore Dr Ste 203","Marlton","NJ",39.875385,-74.91854
"797","22Nd Century Technologies Inc","2 Executive Drive","Somerset","NJ",40.543278,-74.52095
"798","Carow International, Inc.","7810 Virginia Rd","Crystal Lake","IL",42.216488,-88.31599
"799","Agilex Flavors & Fragrances, Inc.","140 Centennial Ave","Piscataway","NJ",40.542057,-74.498535
"800","Thurland Reay Family Investment Company","2096 N Kolb Rd Ste 102","Tucson","AZ",32.2463,-110.84782
"801","Ingalls Professional Pharmacy - Flossmoor","19550 Governors Hwy","Flossmoor","IL",41.534653,-87.69476
"802","Cdc Plus Inc","57 Broadway","Newark","NJ",40.751976,-74.17065
"803","Offit Kurman, P.A.","8171 Maple Lawn Blvd Ste 200","Fulton","MD",39.149086,-76.90496
"804","Perdomocigars","5150 Nw 167Th St","Hialeah","FL",25.924925,-80.2842
"805","Mymatrixx Company","5706 Benjamin Center Drive Suite 103","Tampa","FL",28.004612,-82.541214
"806","North Street Pharmacy, Inc.","200 North St Ste 103","Geneva","NY",42.875706,-76.98828
"807","Windmill Health Products Llc","10 Henderson Dr","West Caldwell","NJ",40.85922,-74.302734
"808","Meijer Pharmacy Department.","8089 Lapeer Road","Davison","MI",43.011898,-83.55225
"809","Relevance Research","1941 Lansdowne Rd","Baltimore","MD",39.25251,-76.665565
"810","Northeastern W","345 N Huron Rd","Harrisville","MI",44.653915,-83.29012
"811","Now Health Group, Inc.","244 Knollwood Dr Ste 300","Bloomingdale","IL",41.94258,-88.11535
"812","Snyder-Mark Drugs Roselle, Inc.","384 E Irving Park Rd","Roselle","IL",41.983704,-88.07173
"813","Ogilvy Mather Worldwide Inc","636 11Th Ave # 1","New York","NY",40.763687,-73.99622
"814","Carekinesis, Inc.","110 Marter Ave Suite 309","Moorestown","NJ",39.969894,-74.92057
"815","Rx Medical","13401 Railway Dr","Oklahoma City","OK",35.60668,-97.5036
"816","City Of Newark California","311 Washington St Ste 317","Newark","NJ",40.734024,-74.17639
"817","Bryan'S Corner Pharmacy","6002 N Lapeer Rd Ste B","North Branch","MI",43.205235,-83.31294
"818","Christie Clinic, Llc","101 W University Ave","Champaign","IL",40.1163,-88.24365
"819","Brighton-Eggert Animal Clinic","903 Brighton Rd","Tonawanda","NY",42.991066,-78.83966
"820","Cheek & Scott Drug Co #2","1520 Ohio Ave S","Live Oak","FL",30.282711,-82.98773
"821","Gar Wood Securities, Llc","4355 Weaver Pkwy","Warrenville","IL",41.802296,-88.164154
"822","Cheek & Scott Drugs","542 Howard St E","Live Oak","FL",30.298742,-82.99018
"823","The Greater Cannabis Company Inc","15 Walker Ave Ste 101","Baltimore","MD",39.376957,-76.723
"824","Proact Pharmacy Services","29 E Main St","Gouverneur","NY",44.30685,-75.441696
"825","Comedy Partners","541 N Fairbanks Ct","Chicago","IL",41.89214,-87.62024
"826","Jushi Inc","1800 Nw Corporate Blvd Ste 200","Boca Raton","FL",26.3707,-80.1213
"827","American Cutting Edge, Inc.","480 Congress Park Dr","Dayton","OH",39.632256,-84.17613
"828","Tru Valu Drugs Inc","406 Lucerne Ave","Lake Worth","FL",26.616497,-80.05253
"829","American Green, Inc.","1221 W Warner Road,","Tempe","AZ",33.33454,-111.95932
"830","Gbmc Healthcare","10085 Red Run Blvd","Owings Mills","MD",39.401146,-76.78235
"831","North Florida Pharmacy Of Keystone Heights, Inc.","405 S Lawrence Blvd","Keystone Heights","FL",29.782461,-82.030815
"832","Indian River Pharmacy, Inc","3721 10Th Ct","Vero Beach","FL",27.660362,-80.396866
"833","Renature Skin Care, Inc.","333 Hudson St","New York","NY",40.727043,-74.00737
"834","Borroughs Corporation","3002 N Burdick St","Kalamazoo","MI",42.3207,-85.58386
"835","Evanston Hospital","1301 Central Street","Evanston","IL",42.06424,-87.68946
"836","Mdx Medical, Inc.","210 Clay Ave Suite 140","Lyndhurst","NJ",40.80455,-74.10177
"837","River Road Internal Medicine","2121 River Rd","Schenectady","NY",42.828262,-73.889854
"838","Aramsco, Inc.","1480 Grandview Ave","Paulsboro","NJ",39.832516,-75.20363
"839","Salvona, Llc","2521 Kuser Rd","Hamilton","NJ",40.205048,-74.65732
"840","Honeywell International Inc.","3 Tibbits Ave","Troy","NY",42.749847,-73.698784
"841","Brighton-Eggert Animal Clinic","2880 Sheridan Dr","Tonawanda","NY",42.980762,-78.82909
"842","Japan Tobacco International U.S.A., Inc.","500 Frank W Burr Blvd Ste 24","Teaneck","NJ",40.87237,-74.00674
"843","Americanchecked Inc.","4870 S Lewis Ave Ste 120","Tulsa","OK",36.09224,-95.95797
"844","The Joint Commission","1 Renaissance Blvd","Oakbrook Terrace","IL",41.847908,-87.98218
"845","Florida Department Of H","900 S Us Highway 1","Jupiter","FL",26.926247,-80.076805
"846","Green Desert Patient Center Of Peoria, Inc.","9275 W Peoria Ave Ste 3","Peoria","AZ",33.580776,-112.25714
"847","Chem Rx","750 Park Pl","Long Beach","NY",40.59337,-73.661224
"848","Ridgewood Medical Media L.L.C.","30 Garber Sq","Ridgewood","NJ",40.980305,-74.12162
"849","Comprehensive Ventures Unlimited","125 E Broad St Ste 109","Elyria","OH",41.367542,-82.096504
"850","Corner Drug Store, Inc.","100 E Main St","Madill","OK",34.090385,-96.77177
"851","Key Associate, Llc.","414 Blanch Ave","Closter","NJ",40.981895,-73.943756
"852","Kushy","27 Farragut Ave","Hastings-On-Hudson","NY",40.994354,-73.87764
"853","E Hardt'S Pharmacy 6","6002 N Lapeer Rd","North Branch","MI",43.20523,-83.31294
"854","Ogilvy & Mather Worldwide","636 11Th Ave","New York","NY",40.763687,-73.99622
"855","Peake Releaf Llc","2001 Chapman Ave","Rockville","MD",39.058674,-77.11897
"856","Capital Health System","446 Bellevue Ave","Trenton","NJ",40.229572,-74.777245
"857","Artery Pay","645 Estes Ave","Schaumburg","IL",42.00286,-88.09657
"858","Novo Nordisk Pharma Sa","100 College Road West","Princeton","NJ",40.341694,-74.66631
"859","Empire Bluecross Blueshield","1 Liberty Plaza One","New York","NY",40.708797,-74.00961
"860","Khn Pharmacy Huber","8701 Troy Pike","Huber Heights","OH",39.879303,-84.13664
"861","Empire Implant Solutions Llc","145 Dwight Park Cir","Syracuse","NY",43.112556,-76.25333
"862","Kill The Can Llc","10138 Timothy Ln","Twinsburg","OH",41.34098,-81.42883
"863","Corona Cigar Company","1130 Townpark Ave","Lake Mary","FL",28.788546,-81.356285
"864","Santa Rosa County Health Department","5527 Stewart St","Milton","FL",30.635075,-87.04319
"865","Grover Pharmacy Inc","10 S 3Rd Ave","Fruitport","MI",43.12416,-86.15524
"866","Jide Corporation","207 Diamond Bridge Ave","Hawthorne","NJ",40.94899,-74.15459
"867","Van Andel Institute","333 Bostwick Ave Ne","Grand Rapids","MI",42.96943,-85.66649
"868","Diamondback Drugs Of Delaware, Llc","7631 E Indian School Rd","Scottsdale","AZ",33.49492,-111.91674
"869","Theta Brothers Sports Nutrition, Inc.","991 Cedar Bridge Ave","Brick","NJ",40.052895,-74.1349
"870","Walgreens Boots Alliance Inc","108 Wilmot Rd","Deerfield","IL",42.156742,-87.86737
"871","Gbmc Healthcare","6701 N Charles St","Towson","MD",39.39459,-76.627686
"872","Florida Cancer Specialists Pl","836 Sunset Lake Blvd Ste 101","Venice","FL",27.083214,-82.392715
"873","Dvf Studio, Llc","874 Washington St","New York","NY",40.74121,-74.00729
"874","Safari Club International","4800 W Gates Pass Rd","Tucson","AZ",32.23342,-111.06705
"875","Accelerated Technologies Holding Corp.","623 Fifth Ave, Tower 24B","New York","NY",40.75936,-73.97659
"876","Cannabis/Marijuana Hlth Prodct","1710 Kasey Ct Ste A","Kissimmee","FL",28.257803,-81.375946
"877","Jigsaw Health Llc","15863 North Greenway Hayden Loop #120","Scottsdale","AZ",33.62937,-111.912605
"878","Helbraun Levey","110 William St","New York","NY",40.708805,-74.00717
"879","Dr. Brandt Skincare","8798 Nw 15Th St","Doral","FL",25.787508,-80.33877
"880","Altria Group Distribution Company","1000 Primera Blvd 3Rd Fl","Lake Mary","FL",28.765232,-81.34979
"881","Cvs Pharmacy #3238","1500 Lockbourne Rd","Columbus","OH",39.934986,-82.964386
"882","Sheralven Enterprises , Ltd.","360 Moreland Rd","Commack","NY",40.811947,-73.270454
"883","Chesacanna Incorporated","2712 Terra Vista Dr","Baldwin","MD",39.53274,-76.49246
"884","Florida Department Of Health","2585 Merchants Row Blvd","Tallahassee","FL",30.392397,-84.22876
"885","Chesacanna Incorporated","2712 Terra Vista Dr","Baldwin","MD",39.53274,-76.49246
"886","Cultivate Energy Optimization","3030 Salt Creek Ln # 110","Arlington Heights","IL",42.090096,-88.02067
"887","Champlain Valley Physicians Hospital","89 Plaza Blvd","Plattsburgh","NY",44.69681,-73.49744
"888","Natures Care Wellness","4925 Pulaski Hwy Ste A","Perryville","MD",39.577393,-76.04893
"889","Capital Health System","750 Brunswick Ave","Trenton","NJ",40.236065,-74.75274
"890","Vitals Medical","210 Clay Ave","Lyndhurst","NJ",40.80455,-74.10177
"891","Qiagen Gaithersburg, Inc.","19300 Germantown Rd","Germantown","MD",39.17169,-77.27723
"892","Seward & Kissel Llp","1 Battery Park Plaza","New York","NY",40.704586,-74.01432
"893","Whtc","87 Central Ave","Holland","MI",42.79249,-86.10722
"894","Glory Global Solutions","10 York Ave","West Caldwell","NJ",40.86042,-74.28308
"895","Pattie Drug Of Baldwin","868 Michigan Ave","Baldwin","MI",43.89581,-85.85161
"896","Condo Pharmacy, Inc.","28 Montcalm Ave","Plattsburgh","NY",44.699963,-73.46053
"897","Dunes Family Pharmacy, Inc.","101 Tower Rd","North Sioux City","SD",42.504723,-96.49482
"898","Healthwarehouse Com, Inc.","100 Commerce Dr","Loveland","OH",39.284454,-84.3025
"899","Growpacker, Inc - Cannabis Co-Packing, Manufacturing, And Distribution.","190 S La Salle St Ste 1800","Chicago","IL",41.879486,-87.6323
"900","Apogee Pharma, Inc.","147 Mckinley Ave","Albertson","NY",40.768066,-73.65563
"901","Hillcrest Pharmacy, Inc.","1601 Main St","Woodward","OK",36.43597,-99.39967
"902","Weise Prescription Shop, Inc","4343 Colonial Ave Ste 3","Jacksonville","FL",30.279716,-81.716255
"903","Northwest Pharmacy, Inc.","20 Burdick Expy W Ste 107","Minot","ND",48.232635,-101.29284
"904","Diamond Power Specialty Company","2600 E Main St","Lancaster","OH",39.720116,-82.53682
"905","Lanzon, Joseph A R Ph Pc Inc","11589 Farmington Rd","Livonia","MI",42.36806,-83.372185
"906","Oklahoma Neurophysiologic, Inc.","409 E California Ave Fl 2","Oklahoma City","OK",35.46539,-97.50581
"907","Eco-Cigs, Inc.","3326 Commercial Ave","Northbrook","IL",42.1465,-87.86158
"908","Smoker'S Haven","952 State Route 34 Ste 3","Matawan","NJ",40.40719,-74.23441
"909","Thomas P Slawinski Md","99 Northline Cir # 225","Cleveland","OH",41.598186,-81.54856
"910","High Mountain Health","1250 S Plaza Way","Flagstaff","AZ",35.188324,-111.66302
"911","Gar Wood Securities Llc","440 S La Salle St # 2201","Chicago","IL",41.87636,-87.63176
"912","Sodat, Inc.","805 Federal St","Camden","NJ",39.944046,-75.116714
"913","Fruin Pharmacy","117 N Main St","Bellevue","MI",42.444016,-85.018105
"914","American Cutting Edge","985 Senate Dr","Centerville","OH",39.635162,-84.18408
"915","Novo Nordisk A/S","100 College Rd W Ste 200","Princeton","NJ",40.341694,-74.66631
"916","Pharmacann Llc","1010 Lake St Fl 2","Oak Park","IL",41.888664,-87.80033
"917","Michigan Pharmacists Association","815 N Washington Ave","Lansing","MI",42.742462,-84.552155
"918","Northtown Drug Llc","333 Main St","Shelby","MT",48.506187,-111.85892
"919","Capital Health System, Inc.","416 Bellevue Avenue","Trenton","NJ",40.22914,-74.77652
"920","Misthub, Llc","1674 Barclay Blvd","Buffalo Grove","IL",42.18106,-87.93532
"921","Piping Rock Health Products, Llc","2120 Smithtown Ave","Ronkonkoma","NY",40.79824,-73.110664
